time,open,high,low,close,MA,MA,MA,MA,MA,Volume,Basis,Upper,Lower,Histogram,MACD,Signal,%K,%D,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
2022-10-26,15.78,16.97,15.68,16.35,NaN,NaN,15.509999999999998,NaN,21.677799999999994,2233465,16.880499999999994,20.95830075530933,12.80269924469066,0.2335662524868085,-1.9155885638391013,-2.1491548163259098,68.13725490196084,47.12472010314439,41.45458288115297,31.7517399578329,NaN,NaN,NaN,NaN
2022-10-27,16.91,17.33,16.15,16.4,NaN,NaN,15.736666666666663,NaN,21.472199999999994,1636272,16.611499999999996,20.01505270269183,13.207947297308163,0.3123653752359945,-1.7586980972809165,-2.071063472516911,75.2659574468085,63.89521836562033,41.72683905349416,32.785599616230364,NaN,NaN,NaN,NaN
2022-10-28,16.4,16.79,15.43,16.76,NaN,NaN,15.835555555555553,NaN,21.277399999999993,2102001,16.38,18.989099461500103,13.770900538499893,0.3872362789754047,-1.5870181237976553,-1.97425440277306,84.84042553191497,76.08121262689478,43.75492569538766,33.97030385406123,NaN,NaN,NaN,NaN
2022-10-31,16.49,16.89,16.03,16.65,NaN,NaN,15.91222222222222,NaN,21.096399999999996,1111608,16.281499999999998,18.685590472507325,13.877409527492668,0.4248433028454801,-1.4432002742162098,-1.8680435770616899,81.91489361702128,80.67375886524825,43.25950477781339,35.2272801430441,NaN,NaN,NaN,NaN
2022-11-01,17.37,17.7,16.63,16.68,NaN,NaN,15.966666666666665,NaN,20.93399999999999,1315208,16.142,18.065607028475426,14.218392971524572,0.4450887955111702,-1.3116825826727272,-1.7567713781838974,75.30266343825666,80.68599419573097,43.447571476537156,36.45777985463794,NaN,NaN,NaN,NaN
2022-11-02,16.46,16.66,15.24,15.26,NaN,NaN,16.046666666666667,NaN,20.72619999999999,1618745,15.985999999999999,17.646354179083573,14.325645820916426,0.3598410546542896,-1.3069700598660354,-1.666811114520325,40.92009685230024,66.0458846358594,37.16787956323285,37.02164172266031,NaN,NaN,NaN,NaN
2022-11-03,14.86,15.91,14.75,15.29,NaN,NaN,16.047777777777778,NaN,20.517999999999994,1639240,15.844999999999999,17.213159347444783,14.476840652555214,0.30465648819364066,-1.2859905042782742,-1.5906469924719149,41.646489104116206,52.6230831315577,37.373822229559806,37.90531278425384,NaN,NaN,NaN,NaN
2022-11-04,16.09,16.17,13.98,14.46,NaN,NaN,15.994444444444444,NaN,20.295599999999993,2235964,15.748999999999999,17.219168697803145,14.278831302196854,0.21563023854066254,-1.3211091942960866,-1.5367394328367492,21.54963680387411,34.70540758676352,34.04870658134479,37.93958125889963,NaN,NaN,NaN,NaN
2022-11-07,14.6,14.6,13.3207,13.37,NaN,NaN,15.69111111111111,NaN,20.07219999999999,1974075,15.600499999999997,17.371166258785287,13.829833741214705,0.09297552307705592,-1.4205200289904294,-1.5134955520674853,1.1257506907496357,21.44062553291332,30.243296569908964,37.6674982525922,NaN,NaN,NaN,NaN
2022-11-08,13.04,13.17,12.31,12.78,NaN,NaN,15.294444444444443,NaN,19.84519999999999,3384601,15.457999999999995,17.61320393466625,13.302796065333741,-0.012630178518371782,-1.52928327521545,-1.5166530966970782,8.719851576994415,10.465079690539389,28.393476026726958,37.17078085984927,NaN,NaN,NaN,NaN
2022-11-09,12.69,13.21,11.36,11.4,NaN,NaN,14.738888888888887,NaN,19.60879999999999,3931679,15.241999999999996,18.023730396713706,12.460269603286285,-0.15240103081702072,-1.7071543852183542,-1.5547533544013334,0.6309148264984373,3.4921723647474963,24.60295053592172,36.73590819734922,NaN,NaN,NaN,NaN
2022-11-10,12.56,12.68,11.63,12.66,NaN,NaN,14.283333333333331,NaN,19.403599999999994,5287096,15.064999999999998,18.025152023123276,12.10484797687672,-0.1374329333941855,-1.7265445211440653,-1.5891115877498798,20.50473186119875,9.9518327548972,33.35170171768597,36.629809921360284,NaN,NaN,NaN,NaN
2022-11-11,12.18,13.22,11.845,13.15,NaN,NaN,13.894444444444442,NaN,19.20359999999999,3397707,15.004499999999997,18.067488573272964,11.941511426727029,-0.07508847616263092,-1.6829721829531685,-1.6078837067905376,28.23343848580443,16.45636172450054,36.44045155660235,36.81587007424334,NaN,NaN,NaN,NaN
2022-11-14,12.86,13.1379,12.2,12.67,NaN,NaN,13.448888888888886,NaN,19.01159999999999,1954231,14.8445,18.041320138825505,11.647679861174495,-0.048049625980110644,-1.6679457392656758,-1.6198961132855652,20.662460567823352,23.133543638275512,34.74190617641398,36.42911534584164,NaN,NaN,NaN,NaN
2022-11-15,13.14,13.63,12.77,13.01,NaN,NaN,13.198888888888886,NaN,18.81639999999999,2493575,14.696999999999997,17.946129729635402,11.447870270364593,0.007882931628727219,-1.610042448749656,-1.6179253803783833,26.02523659305994,24.973711882229242,36.98256876849539,36.1096857663661,NaN,NaN,NaN,NaN
2022-11-16,12.7,12.81,12.12,12.26,NaN,NaN,12.86222222222222,NaN,18.58319999999999,1918436,14.500499999999999,17.838819786958762,11.162180213041234,0.009414207837236344,-1.606157620581838,-1.6155718284190743,14.195583596214515,20.294426919032603,34.193538929290824,35.57159290035157,NaN,NaN,NaN,NaN
2022-11-17,11.94,12.16,11.65,11.88,NaN,NaN,12.575555555555551,NaN,18.32839999999999,1895236,14.367499999999998,17.895490221074937,10.839509778925061,0.0003586214913890995,-1.6151235515548379,-1.615482173046227,8.201892744479517,16.140904311251322,32.84210717918093,34.79210586347966,NaN,NaN,NaN,NaN
2022-11-18,12.06,12.06,11.2268,11.58,NaN,NaN,12.376666666666663,NaN,18.041399999999992,2583554,14.1825,17.883488381500317,10.481511618499681,-0.00975330066752722,-1.627673798880636,-1.6179204982131088,5.456343076067468,9.284606472253834,31.77440569991063,33.971741643629464,NaN,NaN,NaN,NaN
2022-11-21,11.14,11.24,10.3601,10.4,NaN,NaN,12.112222222222218,NaN,17.71859999999999,3337642,13.9555,17.985127650292295,9.925872349707706,-0.07613454439515488,-1.7130886787070523,-1.6369541343118974,0.633343386402977,4.763859735649987,27.92839689627418,32.863229173610684,NaN,NaN,NaN,NaN
2022-11-22,10.46,10.6695,10.23,10.57,NaN,NaN,12.019999999999996,NaN,17.431399999999993,2234250,13.679000000000002,17.838884133001795,9.51911586699821,-0.08797712209717501,-1.7469255369333663,-1.6589484148361913,5.7239057239057205,3.9378640621253886,29.25691786149092,32.298160480629114,NaN,NaN,NaN,NaN
2022-11-23,10.92,11.85,10.82,11.82,NaN,NaN,11.926666666666664,NaN,17.14279999999999,4287793,13.452500000000004,17.49771383859987,9.407286161400139,0.004108481548464216,-1.653812812900611,-1.6579212944490753,26.76767676767676,11.041641959328487,38.26769952258805,32.36200885870256,NaN,NaN,NaN,NaN
2022-11-25,11.98,11.99,11.56,11.78,NaN,NaN,11.774444444444441,NaN,16.85039999999999,1951457,13.221500000000002,17.09089413862171,9.352105861378297,0.07417282594671404,-1.5652052620156827,-1.6393780879623967,35.4691075514874,22.653563347689957,38.10045829351321,32.651419695286016,NaN,NaN,NaN,NaN
2022-11-28,11.48,12.31,11.4,11.78,NaN,NaN,11.675555555555553,NaN,16.559599999999993,2605050,12.972500000000002,16.527158211417813,9.417841788582189,0.12914543464094486,-1.4779462946612156,-1.6070917293021605,45.58823529411761,35.94167320442725,38.10045829351321,33.212645532686324,NaN,NaN,NaN,NaN
2022-11-29,11.97,12.105,11.38,11.58,NaN,NaN,11.516666666666662,NaN,16.24979999999999,2228986,12.719000000000005,15.890995586377713,9.547004413622297,0.15871919945320778,-1.4086927299856509,-1.5674119294388587,39.70588235294117,40.25440839951539,37.158760431379775,33.83873727587581,NaN,NaN,NaN,NaN
2022-11-30,11.75,12.9093,11.55,12.88,NaN,NaN,11.585555555555551,NaN,15.96739999999999,3206168,12.529000000000003,15.13369499174082,9.924305008259187,0.2661878979231891,-1.2346770570348724,-1.5008649549580615,77.94117647058825,54.41176470588234,46.42751198564047,35.39763452228429,NaN,NaN,NaN,NaN
